Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
9000,14,13,15,13,10,0,0,0,0,0,-1792,0,0,447,40,15,128,210,0,0,0,0,0,0,0,0
9050,17,20,15,14,10,0,0,0,0,0,-1792,0,0,456,36,15,122,210,0,0,0,0,0,0,0,0
9100,38,16,16,15,10,0,0,0,0,0,-1792,0,0,413,29,13,89,210,0,0,0,0,0,0,0,0
9150,26,16,16,14,10,0,0,0,0,0,-1792,0,0,377,21,13,62,210,0,0,0,0,0,0,0,0
9200,24,15,15,14,10,0,0,0,0,0,-1792,0,0,338,20,14,52,210,0,0,0,0,0,0,0,0
9250,24,16,15,15,10,0,0,0,0,0,-1792,0,0,347,20,14,91,210,0,0,0,0,0,0,0,0
9300,20,15,15,14,10,0,0,0,0,0,-1792,0,0,334,19,13,43,210,0,0,0,0,0,0,0,0
9350,20,15,15,14,10,0,0,0,0,0,-1792,0,0,363,19,14,31,210,0,0,0,0,0,0,0,0
9400,27,14,15,14,10,0,0,0,0,0,-1792,0,0,420,20,15,31,210,0,0,0,0,0,0,0,0
9450,24,14,15,14,10,0,0,0,0,0,-1792,0,0,362,50,14,21,210,0,0,0,0,0,0,0,0
9500,31,14,15,14,10,0,0,0,0,0,-1792,0,0,247,13,13,20,210,0,0,0,0,0,0,0,0
9550,20,16,15,15,10,0,0,0,0,0,-1792,0,0,31,13,13,21,210,0,0,0,0,0,0,0,0
9600,17,19,15,14,10,0,0,0,0,0,-1792,0,0,24,12,13,18,210,0,0,0,0,0,0,0,0
9650,16,22,15,14,10,0,0,0,0,0,-1792,0,0,13,13,12,17,210,0,0,0,0,0,0,0,0
9700,16,21,15,14,10,0,0,0,0,0,-1792,0,0,12,12,12,17,210,0,0,0,0,0,0,0,0
9750,16,30,15,14,10,0,0,0,0,0,-1792,0,0,12,11,12,16,210,0,0,0,0,0,0,0,0
9800,17,36,15,14,10,0,0,0,0,0,-1792,0,0,13,12,12,15,210,0,0,0,0,0,0,0,0
9850,20,35,15,14,10,0,0,0,0,0,-1792,0,0,13,12,12,16,210,0,0,0,0,0,0,0,0
9900,23,32,15,14,10,0,0,0,0,0,-1792,0,0,13,12,12,17,210,0,0,0,0,0,0,0,0
9950,22,27,15,14,10,0,0,0,0,0,-1792,0,0,13,12,12,16,210,0,0,0,0,0,0,0,0
10000,21,33,15,14,10,0,0,0,0,0,-1792,0,0,13,12,12,16,210,0,0,0,0,0,0,0,0
10050,31,37,15,14,10,0,0,0,0,0,-1792,0,0,13,12,12,16,210,0,0,0,0,0,0,0,0
10100,20,39,15,14,10,0,0,0,0,0,-1792,0,0,12,12,12,16,210,0,0,0,0,0,0,0,0
10150,37,45,15,13,10,0,0,0,0,0,-1792,0,0,12,12,12,15,210,0,0,0,0,0,0,0,0
10200,40,31,15,14,10,0,0,0,0,0,-1792,0,0,12,12,12,15,210,0,0,0,0,0,0,0,0
10250,52,36,15,13,10,0,0,0,0,0,-1792,0,0,13,12,12,15,210,0,0,0,0,0,0,0,0
10300,60,33,15,14,10,0,0,0,0,0,-1792,0,0,41,13,14,18,210,0,0,0,0,0,0,0,0
10350,44,30,15,14,10,0,0,0,0,0,-1792,0,0,26,14,15,26,210,0,0,0,0,0,0,0,0
10400,29,24,15,13,10,0,0,0,0,0,-1792,0,0,31,14,16,35,210,0,0,0,0,0,0,0,0
10450,20,20,15,14,10,0,0,0,0,0,-1792,0,0,15,13,16,101,210,0,0,0,0,0,0,0,0
